,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE
7204,0.55,0.55,0.55,0.55,0.55
7205,0.55,0.55,0.55,0.55,0.55
7206,0.55,0.55,0.55,0.55,0.55
7207,0.55,0.55,0.55,0.55,0.55
7208,0.55,0.55,0.55,0.55,0.55
7209,0.55,0.55,0.55,0.55,0.55
7210,0.55,0.55,0.55,0.55,0.55
7211,0.55,0.55,0.55,0.55,0.55
7212,0.55,0.55,0.55,0.55,0.55
7213,0.55,0.55,0.55,0.55,0.55
7214,0.55,0.55,0.55,0.55,0.55
7215,0.55,0.55,0.55,0.55,0.55
7216,0.55,0.55,0.55,0.55,0.55
7217,0.55,0.55,0.55,0.55,0.55
7218,0.55,0.55,0.55,0.55,0.55
7219,0.55,0.55,0.55,0.55,0.55
7220,0.55,0.55,0.55,0.55,0.55
7221,0.55,0.55,0.55,0.55,0.55
7222,0.55,0.55,0.55,0.55,0.55
7223,0.55,0.55,0.55,0.55,0.55
7224,0.55,0.55,0.55,0.55,0.55
7225,0.55,0.55,0.55,0.55,0.55
7226,0.55,0.55,0.55,0.55,0.55
7227,0.55,0.55,0.55,0.55,0.55
7228,0.55,0.55,0.55,0.55,0.55
7229,0.55,0.55,0.55,0.55,0.55
7230,0.55,0.55,0.55,0.55,0.55
7231,0.55,0.55,0.55,0.55,0.55
7232,0.55,0.55,0.55,0.55,0.55
7233,0.55,0.55,0.55,0.55,0.55
7234,0.55,0.55,0.55,0.55,0.55
7235,0.55,0.55,0.55,0.55,0.55
7236,0.55,0.55,0.55,0.55,0.55
7237,0.55,0.55,0.55,0.55,0.55
7238,0.55,0.55,0.55,0.55,0.55
7239,0.55,0.55,0.55,0.55,0.55
7240,0.55,0.55,0.55,0.55,0.55
7241,0.55,0.55,0.55,0.55,0.55
7242,0.55,0.55,0.55,0.55,0.55
7243,0.55,0.55,0.55,0.55,0.55
7244,0.55,0.55,0.55,0.55,0.55
7245,0.55,0.55,0.55,0.55,0.55
7246,0.55,0.55,0.55,0.55,0.55
7247,0.55,0.55,0.55,0.55,0.55
7248,0.55,0.55,0.55,0.55,0.55
7249,0.55,0.55,0.55,0.55,0.55
7250,0.55,0.55,0.55,0.55,0.55
7251,0.55,0.55,0.55,0.55,0.55
7252,0.55,0.55,0.55,0.55,0.55
7253,0.55,0.55,0.55,0.55,0.55
7254,0.55,0.55,0.55,0.55,0.55
7255,0.55,0.55,0.55,0.55,0.55
7256,0.55,0.55,0.55,0.55,0.55
7257,0.55,0.55,0.55,0.55,0.55
7258,0.55,0.55,0.55,0.55,0.55
7259,0.55,0.55,0.55,0.55,0.55
7260,0.55,0.55,0.55,0.55,0.55
7261,0.55,0.55,0.55,0.55,0.55
7262,0.55,0.55,0.55,0.55,0.55
7263,0.55,0.55,0.55,0.55,0.55
7264,0.55,0.55,0.55,0.55,0.55
7265,0.55,0.55,0.55,0.55,0.55
7266,0.55,0.55,0.55,0.55,0.55
7267,0.55,0.55,0.55,0.55,0.55
7268,0.55,0.55,0.55,0.55,0.55
7269,0.55,0.55,0.55,0.55,0.55
7270,0.55,0.55,0.55,0.55,0.55
7271,0.55,0.55,0.55,0.55,0.55
7272,0.55,0.55,0.55,0.55,0.55
7273,0.55,0.55,0.55,0.55,0.55
7274,0.55,0.55,0.55,0.55,0.55
7275,0.55,0.55,0.55,0.55,0.55
7276,0.55,0.55,0.55,0.55,0.55
7277,0.55,0.55,0.55,0.55,0.55
7278,0.55,0.55,0.55,0.55,0.55
7279,0.55,0.55,0.55,0.55,0.55
7280,0.55,0.55,0.55,0.55,0.55
7281,0.55,0.55,0.55,0.55,0.55
7282,0.55,0.55,0.55,0.55,0.55
7283,0.55,0.55,0.55,0.55,0.55
7284,0.55,0.55,0.55,0.55,0.55
7285,0.55,0.55,0.55,0.55,0.55
7286,0.55,0.55,0.55,0.55,0.55
7287,0.55,0.55,0.55,0.55,0.55
7288,0.55,0.55,0.55,0.55,0.55
7289,0.55,0.55,0.55,0.55,0.55
7290,0.55,0.55,0.55,0.55,0.55
7291,0.55,0.55,0.55,0.55,0.55
7292,0.55,0.55,0.55,0.55,0.55
7293,0.55,0.55,0.55,0.55,0.55
7294,0.55,0.55,0.55,0.55,0.55
7295,0.55,0.55,0.55,0.55,0.55
7296,0.55,0.55,0.55,0.55,0.55
7297,0.55,0.55,0.55,0.55,0.55
7298,0.55,0.55,0.55,0.55,0.55
7299,0.55,0.55,0.55,0.55,0.55
7300,0.55,0.55,0.55,0.55,0.55
7301,0.55,0.55,0.55,0.55,0.55
7302,0.55,0.55,0.55,0.55,0.55
7303,0.55,0.55,0.55,0.55,0.55
7304,0.55,0.55,0.55,0.55,0.55
7305,0.55,0.55,0.55,0.55,0.55
7306,0.55,0.55,0.55,0.55,0.55
7307,0.55,0.55,0.55,0.55,0.55
7308,0.55,0.55,0.55,0.55,0.55
7309,0.55,0.55,0.55,0.55,0.55
7310,0.55,0.55,0.55,0.55,0.55
7311,0.55,0.55,0.55,0.55,0.55
7312,0.55,0.55,0.55,0.55,0.55
7313,0.55,0.55,0.55,0.55,0.55
7314,0.55,0.55,0.55,0.55,0.55
7315,0.55,0.55,0.55,0.55,0.55
7316,0.55,0.55,0.55,0.55,0.55
7317,0.55,0.55,0.55,0.55,0.55
7318,0.55,0.55,0.55,0.55,0.55
7319,0.55,0.55,0.55,0.55,0.55
7320,0.55,0.55,0.55,0.55,0.55
7321,0.55,0.55,0.55,0.55,0.55
7322,0.55,0.55,0.55,0.55,0.55
7323,0.55,0.55,0.55,0.55,0.55
7324,0.55,0.55,0.55,0.55,0.55
7325,0.55,0.55,0.55,0.55,0.55
7326,0.55,0.55,0.55,0.55,0.55
7327,0.55,0.55,0.55,0.55,0.55
7328,0.55,0.55,0.55,0.55,0.55
7329,0.55,0.55,0.55,0.55,0.55
7330,0.55,0.55,0.55,0.55,0.55
7331,0.55,0.55,0.55,0.55,0.55
7332,0.55,0.55,0.55,0.55,0.55
7333,0.55,0.55,0.55,0.55,0.55
7334,0.55,0.55,0.55,0.55,0.55
7335,0.55,0.55,0.55,0.55,0.55
7336,0.55,0.55,0.55,0.55,0.55
7337,0.55,0.55,0.55,0.55,0.55
7338,0.55,0.55,0.55,0.55,0.55
7339,0.55,0.55,0.55,0.55,0.55
7340,0.55,0.55,0.55,0.55,0.55
7341,0.55,0.55,0.55,0.55,0.55
7342,0.55,0.55,0.55,0.55,0.55
7343,0.55,0.55,0.55,0.55,0.55
7344,0.55,0.55,0.55,0.55,0.55
7345,0.55,0.55,0.55,0.55,0.55
7346,0.55,0.55,0.55,0.55,0.55
7347,0.55,0.55,0.55,0.55,0.55
7348,0.55,0.55,0.55,0.55,0.55
7349,0.55,0.55,0.55,0.55,0.55
7350,0.55,0.55,0.55,0.55,0.55
7351,0.55,0.55,0.55,0.55,0.55
7352,0.55,0.55,0.55,0.55,0.55
7353,0.55,0.55,0.55,0.55,0.55
7354,0.55,0.55,0.55,0.55,0.55
7355,0.55,0.55,0.55,0.55,0.55
7356,0.55,0.55,0.55,0.55,0.55
7357,0.55,0.55,0.55,0.55,0.55
7358,0.55,0.55,0.55,0.55,0.55
7359,0.55,0.55,0.55,0.55,0.55
7360,0.55,0.55,0.55,0.55,0.55
7361,0.55,0.55,0.55,0.55,0.55
7362,0.55,0.55,0.55,0.55,0.55
7363,0.55,0.55,0.55,0.55,0.55
7364,0.55,0.55,0.55,0.55,0.55
7365,0.55,0.55,0.55,0.55,0.55
7366,0.55,0.55,0.55,0.55,0.55
7367,0.55,0.55,0.55,0.55,0.55
7368,0.55,0.55,0.55,0.55,0.55
7369,0.55,0.55,0.55,0.55,0.55
7370,0.55,0.55,0.55,0.55,0.55
7371,0.55,0.55,0.55,0.55,0.55
7372,0.55,0.55,0.55,0.55,0.55
7373,0.55,0.55,0.55,0.55,0.55
7374,0.55,0.55,0.55,0.55,0.55
7375,0.55,0.55,0.55,0.55,0.55
7376,0.55,0.55,0.55,0.55,0.55
7377,0.55,0.55,0.55,0.55,0.55
7378,0.55,0.55,0.55,0.55,0.55
7379,0.55,0.55,0.55,0.55,0.55
7380,0.55,0.55,0.55,0.55,0.55
7381,0.55,0.55,0.55,0.55,0.55
7382,0.55,0.55,0.55,0.55,0.55
7383,0.55,0.55,0.55,0.55,0.55
7384,0.55,0.55,0.55,0.55,0.55
7385,0.55,0.55,0.55,0.55,0.55
7386,0.55,0.55,0.55,0.55,0.55
7387,0.55,0.55,0.55,0.55,0.55
7388,0.55,0.55,0.55,0.55,0.55
7389,0.55,0.55,0.55,0.55,0.55
7390,0.55,0.55,0.55,0.55,0.55
7391,0.55,0.55,0.55,0.55,0.55
7392,0.55,0.55,0.55,0.55,0.55
7393,0.55,0.55,0.55,0.55,0.55
7394,0.55,0.55,0.55,0.55,0.55
7395,0.55,0.55,0.55,0.55,0.55
7396,0.55,0.55,0.55,0.55,0.55
7397,0.55,0.55,0.55,0.55,0.55
7398,0.55,0.55,0.55,0.55,0.55
7399,0.55,0.55,0.55,0.55,0.55
7400,0.55,0.55,0.55,0.55,0.55
7401,0.55,0.55,0.55,0.55,0.55
7402,0.55,0.55,0.55,0.55,0.55
7403,0.55,0.55,0.55,0.55,0.55
7404,0.55,0.55,0.55,0.55,0.55
7405,0.55,0.55,0.55,0.55,0.55
7406,0.55,0.55,0.55,0.55,0.55
7407,0.55,0.55,0.55,0.55,0.55
7408,0.55,0.55,0.55,0.55,0.55
7409,0.55,0.55,0.55,0.55,0.55
7410,0.55,0.55,0.55,0.55,0.55
7411,0.55,0.55,0.55,0.55,0.55
7412,0.55,0.55,0.55,0.55,0.55
7413,0.55,0.55,0.55,0.55,0.55
7414,0.55,0.55,0.55,0.55,0.55
7415,0.55,0.55,0.55,0.55,0.55
7416,0.55,0.55,0.55,0.55,0.55
7417,0.55,0.55,0.55,0.55,0.55
7418,0.55,0.55,0.55,0.55,0.55
7419,0.55,0.55,0.55,0.55,0.55
7420,0.55,0.55,0.55,0.55,0.55
7421,0.55,0.55,0.55,0.55,0.55
7422,0.55,0.55,0.55,0.55,0.55
7423,0.55,0.55,0.55,0.55,0.55
7424,0.55,0.55,0.55,0.55,0.55
7425,0.55,0.55,0.55,0.55,0.55
7426,0.55,0.55,0.55,0.55,0.55
7427,0.55,0.55,0.55,0.55,0.55
7428,0.55,0.55,0.55,0.55,0.55
7429,0.55,0.55,0.55,0.55,0.55
7430,0.55,0.55,0.55,0.55,0.55
7431,0.55,0.55,0.55,0.55,0.55
7432,0.55,0.55,0.55,0.55,0.55
7433,0.55,0.55,0.55,0.55,0.55
7434,0.55,0.55,0.55,0.55,0.55
7435,0.55,0.55,0.55,0.55,0.55
7436,0.55,0.55,0.55,0.55,0.55
7437,0.55,0.55,0.55,0.55,0.55
7438,0.55,0.55,0.55,0.55,0.55
7439,0.55,0.55,0.55,0.55,0.55
7440,0.55,0.55,0.55,0.55,0.55
7441,0.55,0.55,0.55,0.55,0.55
7442,0.55,0.55,0.55,0.55,0.55
7443,0.55,0.55,0.55,0.55,0.55
7444,0.55,0.55,0.55,0.55,0.55
7445,0.55,0.55,0.55,0.55,0.55
7446,0.55,0.55,0.55,0.55,0.55
7447,0.55,0.55,0.55,0.55,0.55
7448,0.55,0.55,0.55,0.55,0.55
7449,0.55,0.55,0.55,0.55,0.55
7450,0.55,0.55,0.55,0.55,0.55
7451,0.55,0.55,0.55,0.55,0.55
7452,0.55,0.55,0.55,0.55,0.55
7453,0.55,0.55,0.55,0.55,0.55
7454,0.55,0.55,0.55,0.55,0.55
7455,0.55,0.55,0.55,0.55,0.55
7456,0.55,0.55,0.55,0.55,0.55
7457,0.55,0.55,0.55,0.55,0.55
7458,0.55,0.55,0.55,0.55,0.55
7459,0.55,0.55,0.55,0.55,0.55
7460,0.55,0.55,0.55,0.55,0.55
7461,0.55,0.55,0.55,0.55,0.55
7462,0.55,0.55,0.55,0.55,0.55
7463,0.55,0.55,0.55,0.55,0.55
7464,0.55,0.55,0.55,0.55,0.55
7465,0.55,0.55,0.55,0.55,0.55
7466,0.55,0.55,0.55,0.55,0.55
7467,0.55,0.55,0.55,0.55,0.55
7468,0.55,0.55,0.55,0.55,0.55
7469,0.55,0.55,0.55,0.55,0.55
7470,0.55,0.55,0.55,0.55,0.55
7471,0.55,0.55,0.55,0.55,0.55
7472,0.55,0.55,0.55,0.55,0.55
7473,0.55,0.55,0.55,0.55,0.55
7474,0.55,0.55,0.55,0.55,0.55
7475,0.55,0.55,0.55,0.55,0.55
7476,0.55,0.55,0.55,0.55,0.55
7477,0.55,0.55,0.55,0.55,0.55
7478,0.55,0.55,0.55,0.55,0.55
7479,0.55,0.55,0.55,0.55,0.55
7480,0.55,0.55,0.55,0.55,0.55
7481,0.55,0.55,0.55,0.55,0.55
7482,0.55,0.55,0.55,0.55,0.55
7483,0.55,0.55,0.55,0.55,0.55
7484,0.55,0.55,0.55,0.55,0.55
7485,0.55,0.55,0.55,0.55,0.55
7486,0.55,0.55,0.55,0.55,0.55
7487,0.55,0.55,0.55,0.55,0.55
7488,0.55,0.55,0.55,0.55,0.55
7489,0.55,0.55,0.55,0.55,0.55
7490,0.55,0.55,0.55,0.55,0.55
7491,0.55,0.55,0.55,0.55,0.55
7492,0.55,0.55,0.55,0.55,0.55
7493,0.55,0.55,0.55,0.55,0.55
7494,0.55,0.55,0.55,0.55,0.55
7495,0.55,0.55,0.55,0.55,0.55
7496,0.55,0.55,0.55,0.55,0.55
7497,0.55,0.55,0.55,0.55,0.55
7498,0.55,0.55,0.55,0.55,0.55
7499,0.55,0.55,0.55,0.55,0.55
7500,0.55,0.55,0.55,0.55,0.55
7501,0.55,0.55,0.55,0.55,0.55
7502,0.55,0.55,0.55,0.55,0.55
7503,0.55,0.55,0.55,0.55,0.55
7504,0.55,0.55,0.55,0.55,0.55
7505,0.55,0.55,0.55,0.55,0.55
7506,0.55,0.55,0.55,0.55,0.55
7507,0.55,0.55,0.55,0.55,0.55
7508,0.55,0.55,0.55,0.55,0.55
7509,0.55,0.55,0.55,0.55,0.55
7510,0.55,0.55,0.55,0.55,0.55
7511,0.55,0.55,0.55,0.55,0.55
7512,0.55,0.55,0.55,0.55,0.55
7513,0.55,0.55,0.55,0.55,0.55
7514,0.55,0.55,0.55,0.55,0.55
7515,0.55,0.55,0.55,0.55,0.55
7516,0.55,0.55,0.55,0.55,0.55
7517,0.55,0.55,0.55,0.55,0.55
7518,0.55,0.55,0.55,0.55,0.55
7519,0.55,0.55,0.55,0.55,0.55
7520,0.55,0.55,0.55,0.55,0.55
7521,0.55,0.55,0.55,0.55,0.55
7522,0.55,0.55,0.55,0.55,0.55
7523,0.55,0.55,0.55,0.55,0.55
7524,0.55,0.55,0.55,0.55,0.55
7525,0.55,0.55,0.55,0.55,0.55
7526,0.55,0.55,0.55,0.55,0.55
7527,0.55,0.55,0.55,0.55,0.55
7528,0.55,0.55,0.55,0.55,0.55
7529,0.55,0.55,0.55,0.55,0.55
7530,0.55,0.55,0.55,0.55,0.55
7531,0.55,0.55,0.55,0.55,0.55
7532,0.55,0.55,0.55,0.55,0.55
7533,0.55,0.55,0.55,0.55,0.55
7534,0.55,0.55,0.55,0.55,0.55
7535,0.55,0.55,0.55,0.55,0.55
7536,0.55,0.55,0.55,0.55,0.55
7537,0.55,0.55,0.55,0.55,0.55
7538,0.55,0.55,0.55,0.55,0.55
7539,0.55,0.55,0.55,0.55,0.55
7540,0.55,0.55,0.55,0.55,0.55
7541,0.55,0.55,0.55,0.55,0.55
7542,0.55,0.55,0.55,0.55,0.55
7543,0.55,0.55,0.55,0.55,0.55
7544,0.55,0.55,0.55,0.55,0.55
7545,0.55,0.55,0.55,0.55,0.55
7546,0.55,0.55,0.55,0.55,0.55
7547,0.55,0.55,0.55,0.55,0.55
7548,0.55,0.55,0.55,0.55,0.55
7549,0.55,0.55,0.55,0.55,0.55
7550,0.55,0.55,0.55,0.55,0.55
7551,0.55,0.55,0.55,0.55,0.55
7552,0.55,0.55,0.55,0.55,0.55
7553,0.55,0.55,0.55,0.55,0.55
7554,0.55,0.55,0.55,0.55,0.55
7555,0.55,0.55,0.55,0.55,0.55
7556,0.55,0.55,0.55,0.55,0.55
7557,0.55,0.55,0.55,0.55,0.55
7558,0.55,0.55,0.55,0.55,0.55
7559,0.55,0.55,0.55,0.55,0.55
7560,0.55,0.55,0.55,0.55,0.55
7561,0.55,0.55,0.55,0.55,0.55
7562,0.55,0.55,0.55,0.55,0.55
7563,0.55,0.55,0.55,0.55,0.55
7564,0.55,0.55,0.55,0.55,0.55
7565,0.55,0.55,0.55,0.55,0.55
7566,0.55,0.55,0.55,0.55,0.55
7567,0.55,0.55,0.55,0.55,0.55
7568,0.55,0.55,0.55,0.55,0.55
7569,0.55,0.55,0.55,0.55,0.55
7570,0.55,0.55,0.55,0.55,0.55
7571,0.55,0.55,0.55,0.55,0.55
7572,0.55,0.55,0.55,0.55,0.55
7573,0.55,0.55,0.55,0.55,0.55
7574,0.55,0.55,0.55,0.55,0.55
7575,0.55,0.55,0.55,0.55,0.55
7576,0.55,0.55,0.55,0.55,0.55
7577,0.55,0.55,0.55,0.55,0.55
7578,0.55,0.55,0.55,0.55,0.55
7579,0.55,0.55,0.55,0.55,0.55
7580,0.55,0.55,0.55,0.55,0.55
7581,0.55,0.55,0.55,0.55,0.55
7582,0.55,0.55,0.55,0.55,0.55
7583,0.55,0.55,0.55,0.55,0.55
7584,0.55,0.55,0.55,0.55,0.55
7585,0.55,0.55,0.55,0.55,0.55
7586,0.55,0.55,0.55,0.55,0.55
7587,0.55,0.55,0.55,0.55,0.55
7588,0.55,0.55,0.55,0.55,0.55
7589,0.55,0.55,0.55,0.55,0.55
7590,0.55,0.55,0.55,0.55,0.55
7591,0.55,0.55,0.55,0.55,0.55
7592,0.55,0.55,0.55,0.55,0.55
7593,0.55,0.55,0.55,0.55,0.55
7594,0.55,0.55,0.55,0.55,0.55
7595,0.55,0.55,0.55,0.55,0.55
7596,0.55,0.55,0.55,0.55,0.55
7597,0.55,0.55,0.55,0.55,0.55
7598,0.55,0.55,0.55,0.55,0.55
7599,0.55,0.55,0.55,0.55,0.55
7600,0.55,0.55,0.55,0.55,0.55
7601,0.55,0.55,0.55,0.55,0.55
7602,0.55,0.55,0.55,0.55,0.55
7603,0.55,0.55,0.55,0.55,0.55
7604,0.55,0.55,0.55,0.55,0.55
7605,0.55,0.55,0.55,0.55,0.55
7606,0.55,0.55,0.55,0.55,0.55
7607,0.55,0.55,0.55,0.55,0.55
7608,0.55,0.55,0.55,0.55,0.55
7609,0.55,0.55,0.55,0.55,0.55
7610,0.55,0.55,0.55,0.55,0.55
7611,0.55,0.55,0.55,0.55,0.55
7612,0.55,0.55,0.55,0.55,0.55
7613,0.55,0.55,0.55,0.55,0.55
7614,0.55,0.55,0.55,0.55,0.55
7615,0.55,0.55,0.55,0.55,0.55
7616,0.55,0.55,0.55,0.55,0.55
7617,0.55,0.55,0.55,0.55,0.55
7618,0.55,0.55,0.55,0.55,0.55
7619,0.55,0.55,0.55,0.55,0.55
7620,0.55,0.55,0.55,0.55,0.55
7621,0.55,0.55,0.55,0.55,0.55
7622,0.55,0.55,0.55,0.55,0.55
7623,0.55,0.55,0.55,0.55,0.55
7624,0.55,0.55,0.55,0.55,0.55
7625,0.55,0.55,0.55,0.55,0.55
7626,0.55,0.55,0.55,0.55,0.55
7627,0.55,0.55,0.55,0.55,0.55
7628,0.55,0.55,0.55,0.55,0.55
7629,0.55,0.55,0.55,0.55,0.55
7630,0.55,0.55,0.55,0.55,0.55
7631,0.55,0.55,0.55,0.55,0.55
7632,0.55,0.55,0.55,0.55,0.55
7633,0.55,0.55,0.55,0.55,0.55
7634,0.55,0.55,0.55,0.55,0.55
7635,0.55,0.55,0.55,0.55,0.55
7636,0.55,0.55,0.55,0.55,0.55
7637,0.55,0.55,0.55,0.55,0.55
7638,0.55,0.55,0.55,0.55,0.55
7639,0.55,0.55,0.55,0.55,0.55
7640,0.55,0.55,0.55,0.55,0.55
7641,0.55,0.55,0.55,0.55,0.55
7642,0.55,0.55,0.55,0.55,0.55
7643,0.55,0.55,0.55,0.55,0.55
7644,0.55,0.55,0.55,0.55,0.55
7645,0.55,0.55,0.55,0.55,0.55
7646,0.55,0.55,0.55,0.55,0.55
7647,0.55,0.55,0.55,0.55,0.55
7648,0.55,0.55,0.55,0.55,0.55
7649,0.55,0.55,0.55,0.55,0.55
7650,0.55,0.55,0.55,0.55,0.55
7651,0.55,0.55,0.55,0.55,0.55
7652,0.55,0.55,0.55,0.55,0.55
7653,0.55,0.55,0.55,0.55,0.55
7654,0.55,0.55,0.55,0.55,0.55
7655,0.55,0.55,0.55,0.55,0.55
7656,0.55,0.55,0.55,0.55,0.55
7657,0.55,0.55,0.55,0.55,0.55
7658,0.55,0.55,0.55,0.55,0.55
7659,0.55,0.55,0.55,0.55,0.55
7660,0.55,0.55,0.55,0.55,0.55
7661,0.55,0.55,0.55,0.55,0.55
7662,0.55,0.55,0.55,0.55,0.55
7663,0.55,0.55,0.55,0.55,0.55
7664,0.55,0.55,0.55,0.55,0.55
7665,0.55,0.55,0.55,0.55,0.55
7666,0.55,0.55,0.55,0.55,0.55
7667,0.55,0.55,0.55,0.55,0.55
7668,0.55,0.55,0.55,0.55,0.55
7669,0.55,0.55,0.55,0.55,0.55
7670,0.55,0.55,0.55,0.55,0.55
7671,0.55,0.55,0.55,0.55,0.55
7672,0.55,0.55,0.55,0.55,0.55
7673,0.55,0.55,0.55,0.55,0.55
7674,0.55,0.55,0.55,0.55,0.55
7675,0.55,0.55,0.55,0.55,0.55
7676,0.55,0.55,0.55,0.55,0.55
7677,0.55,0.55,0.55,0.55,0.55
7678,0.55,0.55,0.55,0.55,0.55
7679,0.55,0.55,0.55,0.55,0.55
7680,0.55,0.55,0.55,0.55,0.55
7681,0.55,0.55,0.55,0.55,0.55
7682,0.55,0.55,0.55,0.55,0.55
7683,0.55,0.55,0.55,0.55,0.55
7684,0.55,0.55,0.55,0.55,0.55
7685,0.55,0.55,0.55,0.55,0.55
7686,0.55,0.55,0.55,0.55,0.55
7687,0.55,0.55,0.55,0.55,0.55
7688,0.55,0.55,0.55,0.55,0.55
7689,0.55,0.55,0.55,0.55,0.55
7690,0.55,0.55,0.55,0.55,0.55
7691,0.55,0.55,0.55,0.55,0.55
7692,0.55,0.55,0.55,0.55,0.55
7693,0.55,0.55,0.55,0.55,0.55
7694,0.55,0.55,0.55,0.55,0.55
7695,0.55,0.55,0.55,0.55,0.55
7696,0.55,0.55,0.55,0.55,0.55
7697,0.55,0.55,0.55,0.55,0.55
7698,0.55,0.55,0.55,0.55,0.55
7699,0.55,0.55,0.55,0.55,0.55
7700,0.55,0.55,0.55,0.55,0.55
7701,0.55,0.55,0.55,0.55,0.55
7702,0.55,0.55,0.55,0.55,0.55
7703,0.55,0.55,0.55,0.55,0.55
7704,0.55,0.55,0.55,0.55,0.55
7705,0.55,0.55,0.55,0.55,0.55
7706,0.55,0.55,0.55,0.55,0.55
7707,0.55,0.55,0.55,0.55,0.55
7708,0.55,0.55,0.55,0.55,0.55
7709,0.55,0.55,0.55,0.55,0.55
7710,0.55,0.55,0.55,0.55,0.55
7711,0.55,0.55,0.55,0.55,0.55
7712,0.55,0.55,0.55,0.55,0.55
7713,0.55,0.55,0.55,0.55,0.55
7714,0.55,0.55,0.55,0.55,0.55
7715,0.55,0.55,0.55,0.55,0.55
7716,0.55,0.55,0.55,0.55,0.55
7717,0.55,0.55,0.55,0.55,0.55
7718,0.55,0.55,0.55,0.55,0.55
7719,0.55,0.55,0.55,0.55,0.55
7720,0.55,0.55,0.55,0.55,0.55
7721,0.55,0.55,0.55,0.55,0.55
7722,0.55,0.55,0.55,0.55,0.55
7723,0.55,0.55,0.55,0.55,0.55
7724,0.55,0.55,0.55,0.55,0.55
7725,0.55,0.55,0.55,0.55,0.55
7726,0.55,0.55,0.55,0.55,0.55
7727,0.55,0.55,0.55,0.55,0.55
7728,0.55,0.55,0.55,0.55,0.55
7729,0.55,0.55,0.55,0.55,0.55
7730,0.55,0.55,0.55,0.55,0.55
7731,0.55,0.55,0.55,0.55,0.55
7732,0.55,0.55,0.55,0.55,0.55
7733,0.55,0.55,0.55,0.55,0.55
7734,0.55,0.55,0.55,0.55,0.55
7735,0.55,0.55,0.55,0.55,0.55
7736,0.55,0.55,0.55,0.55,0.55
7737,0.55,0.55,0.55,0.55,0.55
7738,0.55,0.55,0.55,0.55,0.55
7739,0.55,0.55,0.55,0.55,0.55
7740,0.55,0.55,0.55,0.55,0.55
7741,0.55,0.55,0.55,0.55,0.55
7742,0.55,0.55,0.55,0.55,0.55
7743,0.55,0.55,0.55,0.55,0.55
7744,0.55,0.55,0.55,0.55,0.55
7745,0.55,0.55,0.55,0.55,0.55
7746,0.55,0.55,0.55,0.55,0.55
7747,0.55,0.55,0.55,0.55,0.55
7748,0.55,0.55,0.55,0.55,0.55
7749,0.55,0.55,0.55,0.55,0.55
7750,0.55,0.55,0.55,0.55,0.55
7751,0.55,0.55,0.55,0.55,0.55
7752,0.55,0.55,0.55,0.55,0.55
7753,0.55,0.55,0.55,0.55,0.55
7754,0.55,0.55,0.55,0.55,0.55
7755,0.55,0.55,0.55,0.55,0.55
7756,0.55,0.55,0.55,0.55,0.55
7757,0.55,0.55,0.55,0.55,0.55
7758,0.55,0.55,0.55,0.55,0.55
7759,0.55,0.55,0.55,0.55,0.55
7760,0.55,0.55,0.55,0.55,0.55
7761,0.55,0.55,0.55,0.55,0.55
7762,0.55,0.55,0.55,0.55,0.55
7763,0.55,0.55,0.55,0.55,0.55
7764,0.55,0.55,0.55,0.55,0.55
7765,0.55,0.55,0.55,0.55,0.55
7766,0.55,0.55,0.55,0.55,0.55
7767,0.55,0.55,0.55,0.55,0.55
7768,0.55,0.55,0.55,0.55,0.55
7769,0.55,0.55,0.55,0.55,0.55
7770,0.55,0.55,0.55,0.55,0.55
7771,0.55,0.55,0.55,0.55,0.55
7772,0.55,0.55,0.55,0.55,0.55
7773,0.55,0.55,0.55,0.55,0.55
7774,0.55,0.55,0.55,0.55,0.55
7775,0.55,0.55,0.55,0.55,0.55
7776,0.55,0.55,0.55,0.55,0.55
7777,0.55,0.55,0.55,0.55,0.55
7778,0.55,0.55,0.55,0.55,0.55
7779,0.55,0.55,0.55,0.55,0.55
7780,0.55,0.55,0.55,0.55,0.55
7781,0.55,0.55,0.55,0.55,0.55
7782,0.55,0.55,0.55,0.55,0.55
7783,0.55,0.55,0.55,0.55,0.55
7784,0.55,0.55,0.55,0.55,0.55
7785,0.55,0.55,0.55,0.55,0.55
7786,0.55,0.55,0.55,0.55,0.55
7787,0.55,0.55,0.55,0.55,0.55
7788,0.55,0.55,0.55,0.55,0.55
7789,0.55,0.55,0.55,0.55,0.55
7790,0.55,0.55,0.55,0.55,0.55
7791,0.55,0.55,0.55,0.55,0.55
7792,0.55,0.55,0.55,0.55,0.55
7793,0.55,0.55,0.55,0.55,0.55
7794,0.55,0.55,0.55,0.55,0.55
7795,0.55,0.55,0.55,0.55,0.55
7796,0.55,0.55,0.55,0.55,0.55
7797,0.55,0.55,0.55,0.55,0.55
7798,0.55,0.55,0.55,0.55,0.55
7799,0.55,0.55,0.55,0.55,0.55
7800,0.55,0.55,0.55,0.55,0.55
7801,0.55,0.55,0.55,0.55,0.55
7802,0.55,0.55,0.55,0.55,0.55
7803,0.55,0.55,0.55,0.55,0.55
7804,0.55,0.55,0.55,0.55,0.55
7805,0.55,0.55,0.55,0.55,0.55
7806,0.55,0.55,0.55,0.55,0.55
7807,0.55,0.55,0.55,0.55,0.55
7808,0.55,0.55,0.55,0.55,0.55
7809,0.55,0.55,0.55,0.55,0.55
7810,0.55,0.55,0.55,0.55,0.55
